Topic,Titles,Question,OptionA,OptionB,OptionC,OptionD,Answer
Hydraulic Machines,Theory on Draft Tube,The draft tube is situated in the _______,Inlet,Outlet,Tank,Nozzle,Outlet
Hydraulic Machines,Theory on Draft Tube,Which equation is applied to determine the flow?,Newtons equation,Rutherford’s equation,Bernoulli’s equation,Faradays equation,Bernoulli’s equation
Hydraulic Machines,Theory on Draft Tube,Height of the draft tube is denoted by _____,H,h,z,x,z
Hydraulic Machines,Theory on Draft Tube,Draft tube allows turbine to be placed above the tail race.,True,False,Null,Null,True
Hydraulic Machines,Hydraulic Press and Accumulator,The hydraulic press is also known as _________ press,Pascal,Toricelli,Bernouille,Bramah,Bramah
Hydraulic Machines,Hydraulic Press and Accumulator,The underlying principle behind a hydraulic press is based on ______ principle,Bramah’s,Pascal’s,Stoke’s,Newton’s,Pascal’s
Hydraulic Machines,Hydraulic Press and Accumulator,"In a hydraulic press, the pump acts as a _________",Piston,Motor,Tubing,Cylinder,Piston
Hydraulic Machines,Hydraulic Press and Accumulator,A hydraulic press makes use of a _________,hydraulic pump,hydraulic cylinder,hydraulic accumulator,hydraulic shaft,hydraulic cylinder
Hydraulic Machines,Hydraulic Press and Accumulator,"In a hydraulic press, the metal can be _______",Crushed,Straightened,Molded,"Crushes, straightened and molded","Crushes, straightened and molded"
Hydraulic Machines,Hydraulic Press and Accumulator,The cylinder with the smaller diameter Is called _________,Slave cylinder,Master cylinder,Working cylinder,Casting Cylinder,Slave cylinder
Hydraulic Machines,Hydraulic Press and Accumulator,A ________ is the main essence of a car crushing system.,hydraulic press,hydraulic cylinder,hydraulic crane,accumulator,hydraulic press
Hydraulic Machines,Hydraulic Press and Accumulator,The cylinder having the larger diameter is called _______ cylinder.,Slave,Master,Cage,Pump,Master
Hydraulic Machines,Hydraulic Press and Accumulator,A ________ is a storage reservoir under pressure where a liquid is held under pressure.,Hydraulic accumulator,Hydraulic crane,Hydraulic gear,Hydraulic pump,Hydraulic accumulator
Hydraulic Machines,Hydraulic Press and Accumulator,The most frequently used accumulator type is ________,Liquid accumulator,Solid accumulator,Compressed gas accumulator,Plasma accumulator.,Compressed gas accumulator
Hydraulic Machines,Hydraulic Press and Accumulator,The first accumulators for Armstrong’s hydraulic dock machinery were ________ which is placed raised.,oil towers,gas towers,water towers,plasma towers,water towers
Hydraulic Machines,Hydraulic Press and Accumulator,________ is the simplest form of an accumulator.,air filled,oil filled,water filled,gas filled,air filled
Hydraulic Machines,Hydraulic Press and Accumulator,________ invented the compressed air accumulator.,Reynold,Braman,Pascal,Jean Mercier,Jean Mercier
Hydraulic Machines,Hydraulic Press and Accumulator,The inert gas used in gas compressed accumulator is usually _______,Sulphur,Nitrogen,Oxygen,Carbon dioxide,Nitrogen
Hydraulic Machines,Hydraulic Press and Accumulator,Spring type accumulator works on the principle of ______,Bernouille’s law,Charles’ law,Hooke’s law3,Pascal’s law,Hooke’s law3
Hydraulic Machines,Efficiencies of a Turbine,_____________ is defined as ratio between power delivered to runner and power supplied at inlet of turbine.,Mechanical efficiency,Volumetric efficiency,Hydraulic efficiency,Overall efficiency,Hydraulic efficiency
Hydraulic Machines,Efficiencies of a Turbine,Which among the following which is not an efficiency of turbine?,Mechanical efficiency,Volumetric efficiency,Hydraulic efficiency,Electrical efficiency,Electrical efficiency
Hydraulic Machines,Efficiencies of a Turbine,The ratio of power at the shaft of turbine and power delivered by water to runner is known as?,Mechanical efficiency,Volumetric efficiency,Hydraulic efficiency,Overall efficiency,Mechanical efficiency
Hydraulic Machines,Efficiencies of a Turbine,The product of mechanical efficiency and hydraulic efficiency is known as?,Mechanical efficiency,Volumetric efficiency,Hydraulic efficiency,Overall efficiency,Overall efficiency
Hydraulic Machines,Efficiencies of a Turbine,Among the following which turbine has highest efficiency?,Kaplan turbine,Francis turbine,Pelton turbine,Propeller turbine,Kaplan turbine
Hydraulic Machines,Efficiencies of a Turbine,_____________ is ratio of volume of water actually striking the runner and volume of water supplied to turbine?,Mechanical efficiency,Volumetric efficiency,Hydraulic efficiency,Overall efficiency,Volumetric efficiency
Hydraulic Machines,Efficiencies of a Turbine,"In the expression for overall efficiency of turbine, which is p/(k*g*q*h), where “k” is known as",Density of liquid,Specific density of liquid,Volume of liquid,Specific gravity of liquid,Density of liquid
Hydraulic Machines,Efficiencies of a Turbine,The expression for maximum hydraulic efficiency of pelton turbine is given by?,(1+cos k)/2 where k is outlet blade angle,(2+cos k)/2 where k is outlet blade angle,(3+cos k)/2 where k is outlet blade angle,(4+cos k)/2 where k is outlet blade angle,(1+cos k)/2 where k is outlet blade angle
Hydraulic Machines,Efficiencies of a Turbine,"To obtain maximum hydraulic efficiency of pelton turbine, blade velocity should be ___________ Times the inlet velocity of jet.",Half,One quarter,Twice,Thrice,Half
Hydraulic Machines,Efficiencies of a Turbine,Among the following which turbine has least efficiency?,Pelton turbine,Kaplan turbine,Francis turbine,Propeller turbine,Pelton turbine
Hydraulic Machines,Efficiencies of a Turbine,The ratio of volume available at shaft of turbine and power supplied at the inlet of the turbine,Mechanical efficiency,Volumetric efficiency,Hydraulic efficiency,Overall efficiency,Overall efficiency
Hydraulic Machines,Discharge of Reciprocating Pumps,"In a positive displacement pump, what gets displaced?",Fluid,Volume,Pressure,Temperature,Volume
Hydraulic Machines,Discharge of Reciprocating Pumps,What happens to the reciprocating pump when left untouched?,Efficiency decreases,Wear and tear,Surface expansion,Pressure change,Surface expansion
Hydraulic Machines,Discharge of Reciprocating Pumps,"Positive displacement pumps are capable of developing ______ pressures, in _______ suction pressure.","High, low","Low, high","High, high","Low, low","High, low"
Hydraulic Machines,Discharge of Reciprocating Pumps,When is a reciprocating pump used?,When quantity of liquid is small,When quantity of liquid is large,To pump high pressure,To pump low pressure,When quantity of liquid is small
Hydraulic Machines,Discharge of Reciprocating Pumps,Positive displacement pumps are also called as__________,Constant pressure pump,Pressure drag pumps,Constant volume pumps,Constant head pumps,Constant volume pumps
Hydraulic Machines,Discharge of Reciprocating Pumps,"At high pressure, the voids can generate ______",Drag force,Mass density,Shock waves,Flow speed,Shock waves
Hydraulic Machines,Discharge of Reciprocating Pumps,"In centrifugal pumps, their capacity is affected due to___________",Drag force,Cyclic stress,Shock waves,Pressure,Pressure
Hydraulic Machines,Discharge of Reciprocating Pumps,A quantity of fluid that leaks from a higher pressure discharge to a lower pressure discharge is called______,Slip,Heat,Friction,Enthalpy,Slip
Hydraulic Machines,Discharge of Reciprocating Pumps,Positive displacement pumps regulate the flow by varying its ________,Drag force,Cyclic stress,Shock waves,Flow speed,Flow speed
Hydraulic Machines,Discharge of Reciprocating Pumps,Positive displacement pumps are divided into two types.,True,False,Null,Null,True
Hydraulic Machines,Discharge of Reciprocating Pumps,Centrifugal pump is less efficient than a reciprocating pump because of its _______,Temperature,Speed,Heat,Cost,Cost
Hydraulic Machines,Discharge of Reciprocating Pumps,Simplest example of single acting reciprocating pump is _______,Mineral ores,Whirl wheels,Bicycle tires,Syringe,Syringe
Hydraulic Machines,Discharge of Reciprocating Pumps,Rotary pumps do not function well under _______,High Vaporisation,High Sedimentation,High viscosity,Excavation,High viscosity
Hydraulic Machines,Discharge of Reciprocating Pumps,The parameter that disturbs the working of the rotary pump is______,High Vaporisation,High Sedimentation,Low flow rate,Excavation,Low flow rate
Hydraulic Machines,Discharge of Reciprocating Pumps,"In a double acting reciprocating pump, the piston carries suction and expulsion at the same time.",True,False,Null,Null,True
Hydraulic Machines,Effects and Precautions,The formation of vapour cavities is called _____,Static pressure drop,Cavitation,Isentropic expansion,Emulsion,Cavitation
Hydraulic Machines,Effects and Precautions,What is the degree of reaction denoted as?,D,R,r,d,R
Hydraulic Machines,Effects and Precautions,Voids are created due to ______,Reaction ratio,Pressure ratio,Liquid free layers,Volumetric layers,Liquid free layers
Hydraulic Machines,Effects and Precautions,Cavitation usually occurs due to the changes in ________,Pressure,Temperature,Volume,Heat,Pressure
Hydraulic Machines,Effects and Precautions,Degree of reactions are most commonly used in ________,Turbomachinery,Pressure drag,Aerodynamics,Automobiles,Turbomachinery
Hydraulic Machines,Effects and Precautions,"At high pressure, the voids can generate ______",Drag force,Mass density,Shock waves,Flow speed,Shock waves
Hydraulic Machines,Effects and Precautions,Voids that implode near metal surface develops a_______,Drag force,Cyclic stress,Shock waves,Flow speed,Cyclic stress
Hydraulic Machines,Effects and Precautions,Internal cavitation occurs due to __________,Drag force,Cyclic stress,Shock waves,Flow speed,Shock waves
Hydraulic Machines,Effects and Precautions,Non- inertial cavitation is the one in which a bubble of fluid is forced to oscillate.,True,False,Null,Null,True
Hydraulic Machines,Effects and Precautions,The efficiency of the vane is given by _________,1-V22/ V12,1-(V22/ V12),V22/ V12,1- V12,1-V22/ V12
Hydraulic Machines,Effects and Precautions,The velocities of the blade angles can be found out using ________,Mach number,Froude’s number,Velocity triangles,Reynolds number,Velocity triangles
Hydraulic Machines,Effects and Precautions,Which among the following velocities cannot be found using the velocity triangle?,Tangential,Whirl,Relative,Parabolic,Parabolic
Hydraulic Machines,Effects and Precautions,Hydrodynamic cavitation is due to the process of _________,Vaporisation,Sedimentation,Filtration,Excavation,Vaporisation
